Id;Comment;Like;Comment's timestamp;Post's timestamp;#Deaths;#Infected;#Healed;Annot 1;Annot 2;Annot 3;Final annotation
106;Sa me shume teste dhe izolime.;3;Wednesday, March 18, 2020 2:40pm GMT;Wednesday, March 18, 2020 2:35pm GMT;0;1;0;1;0;0;0
107;Valla thash mos Agim Veliu kur e pash Bradashin! Ishalla i kalon sa ma shpejte zonjes edhe gjithe tjereve qe jane te prekur.;1;Wednesday, March 18, 2020 2:38pm GMT;Wednesday, March 18, 2020 2:35pm GMT;0;1;0;1;1;1;1
108;DR  Bemili Ju lutem.mbani Rregullat mos dilni te pakten edhe 7 dite ....por Shiptari smerr.vesh del mi thon dil sdel  O dil dil se krejt Cohit19 jeni Dur o popull i  D. V.;1;Thursday, March 19, 2020 3:18pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;0;1;2;0
109;InnshAllah nuk ka me raste te reja e zhduket ky virus. Por e gjithe kjo varet nga ne popullata sa rrim te izoluar. Se vallahi gjynah doktorat. Veshtir eshte te qendrosh 24 ore kujdestari e sidomos ne Emergjenc ku dihet shume mire se qfare raste ka aty.!;0;Thursday, March 19, 2020 1:13pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;1;1;1;1
110;InshAllah sdo kemi më raste!;1;Wednesday, March 18, 2020 11:51pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;1;1;1;1
111;Kallxoni dikush Agim Veliut.;0;Wednesday, March 18, 2020 10:53pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;0;0;0;0
112;Nese  nuk ka teste nuk ka raste keni ba teste te Qeveris sod;0;Wednesday, March 18, 2020 10:51pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;0;0;0;0
113;LUTEMI TE MOS KETE - edhe ashtu mbetem pa QEVERI ! Popull i pa fat ;0;Wednesday, March 18, 2020 10:41pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;0;1;2;0
114;Lutemi tmos ket me raste  jeheri respekt pafud per stafin mjeksor;0;Wednesday, March 18, 2020 10:33pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;1;1;1;1
115;Sa veta doni me dal pozitiv kur i boni ka 10 teste ndite. 41 dite 319 teste hajgare kjo pune!;0;Wednesday, March 18, 2020 10:09pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;2;2;2;2
116;Jo jo nuk ban avdi se nuk mujm me ja dalen po ti qysh je tu kalu se;0;Wednesday, March 18, 2020 9:43pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;0;0;0;0
117;Lutemi t'mos kete me raste,gjithsesi respekte pafund gjithe stafit mjeksor,ne krye me profat z.Naser Ramadani edhe z.Isuf Dedushaj;1;Wednesday, March 18, 2020 9:13pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;1;1;1;1
118;Ishalla ndalet me 20;1;Wednesday, March 18, 2020 8:27pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;1;1;0;1
119;Pa u mbylle te gjithe 14 dite ore policore nuk e dijm sa i kem. Urgjent duhet shpallja e gjendjes se jashtezakonshme dhe mbyllja e plote e kufijve per 14 dite.;1;Wednesday, March 18, 2020 8:26pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;0;0;0;0
120;Punë te mbarë! Profë Naser Ramadani;0;Wednesday, March 18, 2020 8:22pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;1;1;1;1
121;Elhmadulilah ;0;Wednesday, March 18, 2020 8:13pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;1;1;1;1
122;Rasti usht Agim Veliu e LDK.;1;Wednesday, March 18, 2020 8:06pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;0;0;0;0
123;Bravooo, pune te mbar!  Profë e kam dit.  IKSHP ❤;0;Wednesday, March 18, 2020 7:53pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;1;1;1;1
124;Sa jane testu sonte ? A jane testuar vetem familjaret e te prekurve, apo te gjithe qe kane pasur kontakte me te prekurit? Apo jane testu rastet random qe kan ardhur nga jashte  e qe kane pase dyshine? 20 persona me covid19 lidhen me njeri tjetrin apo jo ? Shume tekst keni pa nevoj, rastet e vendeve tjera sna vyn ne gjdo postim me i pa. Etj etj etj ;1;Wednesday, March 18, 2020 7:53pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;0;2;0;0
125;Ishalla mbahet ne kontroll e ja dalim me pak te prekur dhe shum te sheruar e krejt te shpetuar , bravo mjeksis ;2;Wednesday, March 18, 2020 7:48pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;1;1;1;1
126;Elhamdulilah,punë të mbarë☝;1;Wednesday, March 18, 2020 7:46pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;1;1;1;1
127;Ishalla kta 20 te jen t fundit e mos te ket me asnji rast ;0;Wednesday, March 18, 2020 7:46pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;1;1;1;1
128;Ishalla ska kurre,po pse spo tregoni sa i keni testu sot qe ska dale asnje;2;Wednesday, March 18, 2020 7:45pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;1;1;1;1
129;A s’pat raste nga ora ne ore qysh thojke Agim Veliu a?;4;Wednesday, March 18, 2020 7:45pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;0;0;0;0
130;Bravooo, pune te mbar!;0;Wednesday, March 18, 2020 7:44pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;1;1;1;1
131;IKSHP ❤;0;Wednesday, March 18, 2020 7:43pm GMT;Wednesday, March 18, 2020 7:40pm GMT;0;0;0;1;1;0;1
132;Pershendetje,Ju pergezoj per anazhimin e juaj professional dhe shpresoj te ia kalojme me sa ma pak raste.Kam nje kerkese I nderuari Minister,A mund te publikoni emrat e te infektuarve ne menyre qe te dijme rrjetin dhe levizjet e tyre paraprake (nje brief histori individuale) ne menyre qe te shmangim infeksione tjera?Faleminderit;0;Saturday, March 21, 2020 5:45pm GMT;Thursday, March 19, 2020 3:11pm GMT;0;0;0;1;1;1;1
133;Deshta mithan institutit te shendetsis institutet ne te gjith kosoven qijon aekan ba testin e covit 19 corona virusit puntoret qi punojn neper institute duhet mejavba testin munen mekan te smut kujdes;0;Friday, March 20, 2020 5:47am GMT;Thursday, March 19, 2020 3:11pm GMT;0;0;0;0;0;0;0
134;Elhamdulilah ;0;Thursday, March 19, 2020 6:21pm GMT;Thursday, March 19, 2020 3:11pm GMT;0;0;0;1;1;1;1
135;Falemnderimi i takon vetem krijuesit.Atij fale i qofshim.Mos tjau nin se kalon kadale ;0;Thursday, March 19, 2020 5:36pm GMT;Thursday, March 19, 2020 3:11pm GMT;0;0;0;1;1;1;1
136;Inshalla nuk ka ma..;0;Thursday, March 19, 2020 5:14pm GMT;Thursday, March 19, 2020 3:11pm GMT;0;0;0;1;1;1;1
137;Fal Zotit falemderimi i takon vetem Allahut zoti te botave ‍♀️;3;Thursday, March 19, 2020 4:48pm GMT;Thursday, March 19, 2020 3:11pm GMT;0;0;0;1;1;1;1
138;Lutemi qe mos kete me as nje rast, lutemi edhe per ata 20 te prekurit qe ti kthehen normalitetit, lutemi per te gjith stafin mjeksor dhe teknik qe po punojne pa ndal  Zot beko Kosoven;3;Thursday, March 19, 2020 4:18pm GMT;Thursday, March 19, 2020 3:11pm GMT;0;0;0;1;1;1;1
139;H. qee bre zemer as ni rast ;1;Thursday, March 19, 2020 3:58pm GMT;Thursday, March 19, 2020 3:11pm GMT;0;0;0;1;1;0;1
140;Elhamdulilah Allah!;0;Thursday, March 19, 2020 3:47pm GMT;Thursday, March 19, 2020 3:11pm GMT;0;0;0;1;1;1;1
141;Ska teste te mjaftueshme;0;Thursday, March 19, 2020 3:46pm GMT;Thursday, March 19, 2020 3:11pm GMT;0;0;0;0;0;0;0
142;Hallall ju koft, mos lshoni pe. Mire e keni shtrengue. (Y);0;Thursday, March 19, 2020 3:44pm GMT;Thursday, March 19, 2020 3:11pm GMT;0;0;0;1;1;1;1
143;E shka nhamom lyp hashimi gjendje te jashtezakonshme. ..;0;Thursday, March 19, 2020 3:34pm GMT;Thursday, March 19, 2020 3:11pm GMT;0;0;0;2;2;2;2
144;Elhamdulila;0;Thursday, March 19, 2020 3:28pm GMT;Thursday, March 19, 2020 3:11pm GMT;0;0;0;1;1;1;1
145;Elhamdulilah InshAlla Zoti e largon kete smundje!;0;Thursday, March 19, 2020 3:24pm GMT;Thursday, March 19, 2020 3:11pm GMT;0;0;0;1;1;1;1
146;ooo ti niri .. 100 analiza ne dite duhet bere;1;Thursday, March 19, 2020 3:22pm GMT;Thursday, March 19, 2020 3:11pm GMT;0;0;0;0;0;0;0
147;Falenderimi i takon Zotit dhe mjekve tan, ky ësht një lajm shum i mir e inshAlla vazhdon kshtu pa raste tjera;7;Thursday, March 19, 2020 3:21pm GMT;Thursday, March 19, 2020 3:11pm GMT;0;0;0;1;1;1;1
148;Elhamdulilah;0;Thursday, March 19, 2020 3:18pm GMT;Thursday, March 19, 2020 3:11pm GMT;0;0;0;1;1;1;1
149;Ishalla me kto 20 raste me corona virus po mer fund dhe po normalizohet situata se jeta keshtu ne carantin tmerr.;6;Thursday, March 19, 2020 3:17pm GMT;Thursday, March 19, 2020 3:11pm GMT;0;0;0;1;0;0;0
150;800 thirrje per 24 ore dhe vetem 21 mostra jane marr???  Pak, duhet te testohet shume  me shume. Sa me shume testime ishte keshilla e WHO madje edhe te rritet numri i laboratoreve per testim dhe numri i punetoreve aty.;3;Thursday, March 19, 2020 9:42pm GMT;Thursday, March 19, 2020 7:36pm GMT;0;1;0;0;0;0;0
151;A ka emer ky ?? Mire esht me publiku, qe ta dim se kush esht, edhe e din tani edhe shoqeria ne Berlin si ne Kosove qe kan pas kontakt me to!!! ;2;Thursday, March 19, 2020 8:56pm GMT;Thursday, March 19, 2020 7:36pm GMT;0;1;0;0;0;0;0
152;Fajin kryesor e kan politikanet tone qe jane te etur vetem per ego tyne personale se per popull.Si osht e mundur qe e din krejt shkakun kryesor ka po vjen virusi edhe nuk i ndalin kta njerz qe definitiv skishin tru jo nkarantin po nburg.Na helmun krejt popullin me kan gjendja normale tyben smarrin turr kshtu asnje prej Kosove nuk osht i prekur krejt kta tjashtit 90% trasteve;1;Thursday, March 19, 2020 8:56pm GMT;Thursday, March 19, 2020 7:36pm GMT;0;1;0;2;0;2;2
153;B.B. izolohu ;0;Thursday, March 19, 2020 8:31pm GMT;Thursday, March 19, 2020 7:36pm GMT;0;1;0;0;0;0;0
154;dmth ne airoport ka pas prej atyre qe kan ardh eh skan kry kurfar kontrolle siq po thuhet naper media;0;Thursday, March 19, 2020 8:30pm GMT;Thursday, March 19, 2020 7:36pm GMT;0;1;0;0;0;0;0
155;Sikur mos te ishin keta te jashtit mos me ardh ne ket koh krize shum mirë dot dilke populli me ket virus kinez.;0;Thursday, March 19, 2020 8:03pm GMT;Thursday, March 19, 2020 7:36pm GMT;0;1;0;0;0;0;0
156;V. B. ishalla nuk del qka po mendoj une;1;Thursday, March 19, 2020 7:58pm GMT;Thursday, March 19, 2020 7:36pm GMT;0;1;0;1;0;0;0
157;Far e flliqt nuk di si lejohen me ardhe njerz me virus e i lejojn me dal lirshem ne mdonje qytet duke e dite se ata jane persona potencial per me infektu tjere me virus shpresoj me u shkatrru ky shtet e me gjith kete shtet edhe ju;0;Thursday, March 19, 2020 7:56pm GMT;Thursday, March 19, 2020 7:36pm GMT;0;1;0;2;2;2;2
158;O keta kan deshir ne pas sa ma shume raste me kete epidemi se deri sa u lajmru nje rast kajshin thojshin si te na nuk ka asnje keta deshirojn te jene baras me italin;0;Thursday, March 19, 2020 7:54pm GMT;Thursday, March 19, 2020 7:36pm GMT;0;1;0;2;2;2;2
159;Po ne vetë i kem fajet në shumicen e parqeve publike populli duke dal si më ka festë zyrtare kjo kishe po dalim sepse nuk po mundemi me ndejt mbyllë. Zoti e bëftë hajrë edhe pse boll zorë  e ka se nuk jem ka e kuptojna, hajgare po e marrim;6;Thursday, March 19, 2020 7:52pm GMT;Thursday, March 19, 2020 7:36pm GMT;0;1;0;0;2;0;0
160;Qeta tjashtit rrini bre qatje ku jeni me kushte me krejt i keni ma mir se kosov qka po vini ktu mi marr nqaf ket popull tvarfun;7;Thursday, March 19, 2020 7:48pm GMT;Thursday, March 19, 2020 7:36pm GMT;0;1;0;1;2;0;0
161;Ncncnc katastrof vallain a jeni normal ju a qka o puna juve qysh nuk jeni t vetdijshum bre qe krejt keni mi infektu qeshtu u dasht direkt me shku mu izolu ose mu vendos ne karantin pa shku te familiarjet ncncnc hajmedet katastrof bre katastrof o zot o zot doni me na marr ne qaf krejt Kosova sherrin ko me ju a pa;3;Thursday, March 19, 2020 7:47pm GMT;Thursday, March 19, 2020 7:36pm GMT;0;1;0;2;2;2;2
162;Kush vjen nga jasht duhet mi majt nkarantin tani mi kontrollu virusi nfillim ska shenja;1;Thursday, March 19, 2020 7:46pm GMT;Thursday, March 19, 2020 7:36pm GMT;0;1;0;0;0;0;0
163;Na muren ne qaf qita qe Po vin vallah ;1;Thursday, March 19, 2020 7:45pm GMT;Thursday, March 19, 2020 7:36pm GMT;0;1;0;2;2;2;2
164;Qe 8 dit osht neper kosov fund thuni masa kena mar e keni knaq, plus duheni me rrit testimet jo me 20 testime me mbyll diten, duhet qdo kush mu testu edhe qdo telefonat mu mar serioze.;4;Thursday, March 19, 2020 7:45pm GMT;Thursday, March 19, 2020 7:36pm GMT;0;1;0;0;0;2;0
165;Opa ku pushteti garant ka hi met njofshum ne kosov se ktu tena shkon mrapsht;0;Thursday, March 19, 2020 7:44pm GMT;Thursday, March 19, 2020 7:36pm GMT;0;1;0;0;2;2;2
166;VIJNE MU SHERU NE KOSOVE ....NE VEND SE TE IZOLOHEN E TE DUROJNE........TURP;3;Thursday, March 19, 2020 7:40pm GMT;Thursday, March 19, 2020 7:36pm GMT;0;1;0;2;2;2;2
167;A deshtet me dal 6 pi 5 testeve a ‍♂️Mbi 300 telefonata/rraste te dyshimta ne dite e veq 5 po testohen, manej veq 21 rraste me coronavirus ne Kosove ‍♂️;0;Friday, March 20, 2020 5:41pm GMT;Friday, March 20, 2020 3:44pm GMT;0;1;0;2;2;0;2
168;Testoni me shume mostra. Sa per ilustrim Kosova deri me tani ka testuar gjithsej 345 mostra kurse Sllovenia me se 10.000. Alo!;2;Friday, March 20, 2020 5:00pm GMT;Friday, March 20, 2020 3:44pm GMT;0;1;0;0;0;0;0
169;5 teste 1 pozitiv nuk osht puna mire , duhet me bo ma shume teste per te dyshuarit ;4;Friday, March 20, 2020 4:47pm GMT;Friday, March 20, 2020 3:44pm GMT;0;1;0;0;2;2;2
170;Ti nshpi ski kurgjo, Ti nshpi ski kurgjo, Ti nshpi ski kurgjo, Ti nshpi ski kurgjo. Hajt pi bojm 5 teste. tfort jeni;4;Friday, March 20, 2020 4:23pm GMT;Friday, March 20, 2020 3:44pm GMT;0;1;0;0;0;0;0
171;AMAN    PER  HIIR    TE  ZOTIT    PER  HIR  TE  POPULLIT  APELONI  TE  MOS KET  ME  ARDHJE   NGA  SHTETET   TJERA   SE DO MARIN QAF   GJITH   JU LUS  SII  QYTETARE  E KOSOVES   APELONI    KERKONI   QE  GJDO FLUTRIM TE  ANULOHET ;8;Friday, March 20, 2020 3:48pm GMT;Friday, March 20, 2020 3:44pm GMT;0;1;0;0;0;0;0
172;Pse po bjen numri i testeve per COVID-19 kurse ka shume njerez te veteizoluar me simptoma te dyshimta per virusin ne fjale?Vetem 5 monstra te testuara, a ka mungese kapacitetesh?;13;Friday, March 20, 2020 3:46pm GMT;Friday, March 20, 2020 3:44pm GMT;0;1;0;0;0;0;0
173;Duhet të shpallet gjendje e jashtëzakonshme...Njerëzit nuk po rrijnë nëpër shtëpitë e tyre.;1;Friday, March 20, 2020 11:52pm GMT;Friday, March 20, 2020 8:39pm GMT;0;2;0;0;0;0;0
174;E.S. pom doket qe  hyt edhe ju ne karantine ;1;Friday, March 20, 2020 11:24pm GMT;Friday, March 20, 2020 8:39pm GMT;0;2;0;0;0;0;0
175;Mmm po rritet numri po rritet, gjendja është serioze, njerz plot nëpër rrugë e qytet, kështu e kanë neglizhu  edhe Italianët, bile disa po kan mundësi me dal në parqe e me ja qit flaken, sot ka pas zjarre në Parkun Kombëtar të Sharrit dhe Bjeshkët e Pejës, mjerim! ;1;Friday, March 20, 2020 10:39pm GMT;Friday, March 20, 2020 8:39pm GMT;0;2;0;2;2;2;2
176;Gjakova e ka punen keq, ka nga ata qe po i injorojne simptomat dhe kontaktet qe kane me  persona qe kane rezultu pozitiv...Ju lutem Institutit ta keni parasysh!;1;Friday, March 20, 2020 10:30pm GMT;Friday, March 20, 2020 8:39pm GMT;0;2;0;0;0;2;0
177;Gjendja e jashtezakonshme esht e pa shmangshme  pasi te gjith rreth nesh e kan shpall pse mos te shpallet edhe te ne  per te pengu  hyrjen ne Kosov  jasht ligjshem dhe pa asnje kontroll dhe evitimi  e dukurive  tjera negative qe bin ndesh me rregullat  e percaktuara  .. mendoj qe vonim ka  por  shpetim ska  pa e shpall  gjendjen e jashtzakonshme !;0;Friday, March 20, 2020 10:04pm GMT;Friday, March 20, 2020 8:39pm GMT;0;2;0;0;0;0;0
178;Gjendja e jashtzakonshmeeeeeeeee duhet ;1;Friday, March 20, 2020 9:55pm GMT;Friday, March 20, 2020 8:39pm GMT;0;2;0;2;0;0;0
179;Izoliiiiim te dhunsheeeemKerkone gjendjen mu shpall kesisojiBeni presion qeverise te shpeshtohwn policet ;1;Friday, March 20, 2020 9:54pm GMT;Friday, March 20, 2020 8:39pm GMT;0;2;0;2;0;0;0
180;G.R. lexoj komentet ;0;Friday, March 20, 2020 9:53pm GMT;Friday, March 20, 2020 8:39pm GMT;0;2;0;0;0;0;0
181;Po pse nuk beni me shume teste? se kjo mos berja e testeve me shume kam frike se do te dal situata nga kontrolla! OBSH po thot teste teste teste;2;Friday, March 20, 2020 9:51pm GMT;Friday, March 20, 2020 8:39pm GMT;0;2;0;0;0;0;0
182;Ju lutem insistoni me u shpalle gjendje e jashtzakonshme. Me u denu secila dalje jashte perveq nevojave jetike , gja qe e kan ba shtetet perreth. Ju lutem. Poashtu konsideroni mbylljen e plote te kufinjeve sikur plot shtete. Tu ecoa vetdijen e diciplinen e mases duhet me vepru tash edhepse kam frike eshte pak vone. Pune te mbare!;7;Friday, March 20, 2020 9:41pm GMT;Friday, March 20, 2020 8:39pm GMT;0;2;0;2;1;0;0
183;Lokalet  po punojn po i tubojn  njerzit mir u  nis lufta per covid 19 po deshtut mrena 3 diteve turp per juve nuk eshte gjendja e qet qysh po e paraqitni ne media.;3;Friday, March 20, 2020 9:24pm GMT;Friday, March 20, 2020 8:39pm GMT;0;2;0;2;0;2;2
184;Allahu i sheroft;0;Friday, March 20, 2020 9:23pm GMT;Friday, March 20, 2020 8:39pm GMT;0;2;0;1;1;1;1
185;"Kur po thoni  ""kan pas kontakt"" e keni fjalen kontakt me ndonje qe tashme ka dal pozitiv ne testim?";1;Friday, March 20, 2020 9:10pm GMT;Friday, March 20, 2020 8:39pm GMT;0;2;0;0;0;0;0
186;Oo shqiptar jem na smarrin vesh ku dilet ket ras ne park e germi 5000 veta nja me pas 500 i kap virusi;1;Friday, March 20, 2020 9:01pm GMT;Friday, March 20, 2020 8:39pm GMT;0;2;0;0;0;2;0
187;Ju  lutem, shum  autobus  jan  tu  hy  neoerjet  kufinjeve  toksor, merrni  masa  dhe  ata  te  futen  ne  karantine,  100 persona  kan  hy  permes  kufirit  ne  gjakove  askush  nuk  i  kish  pyetur  as  nga  kane  ardh..;12;Friday, March 20, 2020 9:00pm GMT;Friday, March 20, 2020 8:39pm GMT;0;2;0;0;0;0;0
188;Si po mendoni te rrim larg 2 metra kur ju i lajoni te punojen frizerat me  kontakt direkt;6;Friday, March 20, 2020 9:00pm GMT;Friday, March 20, 2020 8:39pm GMT;0;2;0;0;0;0;0
189;Rritni numrin e testimeve!!!!!!!!;7;Friday, March 20, 2020 8:44pm GMT;Friday, March 20, 2020 8:39pm GMT;0;2;0;1;0;0;0
190;IKSHP se pari ju faleminderojm per punen e vazhdushme dhe se dyti a bon me dite ma teper per dy rastet nga prishtina, rast kontakti thuhet?Ju faleminderit;0;Saturday, March 21, 2020 8:22pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;1;1;1;1
191;Faleminderit shumë për punën tuaj!;0;Saturday, March 21, 2020 6:52pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;1;1;1;1
192;zoti ju ndihmoft ju dhe ne tgjithve !;0;Saturday, March 21, 2020 6:24pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;1;1;1;1
193;Pasi indentifikohen rastet pozitiv si veproni me individet sepse eshte budallallek nese i leshoni ne shtepi duke infektuar mijra qytetar te tjere.;0;Saturday, March 21, 2020 5:45pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;2;0;0;0
194;Ju lutem tregojeni lokacionin e dy grave ne Prishtine dhe vendet ku kane frekuentuar se fundi. ;1;Saturday, March 21, 2020 5:24pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;0;0;0;0
195;Jeni vonu per ORE POLICORE shqiptari osht kafshe edhe nuk kupton ndryshe.Vetem ORA POLICORE kryn pune;1;Saturday, March 21, 2020 5:19pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;2;0;2;2
196;Ju lutem na tregoni ne cillen pjese te Prishtines jane rastet e reja ;1;Saturday, March 21, 2020 5:12pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;0;0;0;0
197;Te lutemi femrat nga Prishtina ne cilen lagje jetojne --- te dijme te ruhemi sa me shume .....!?  KOT ..PERDERISA KA LEVIZJE KUDO NEPET QYTET DO SHUMEFISHOHEN .......   PSE SPO BLLOKONI QYTETIN SI NE SPANJE SI NE TIRANE A DIN KUSH ME TREGU ?;0;Saturday, March 21, 2020 5:04pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;0;0;0;0
198;O RRINI BRENDA LERENI FAMILJARIZMIN KETO DITE ! KUSH TE JU VJEN NGA JASHTE FUTNE NE KOQAK TE PULAVE PER 14 DITE;1;Saturday, March 21, 2020 5:03pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;2;0;2;2
199; Te nderuar e kom nji pyejtje  ! A ka tash ne kete kohe edhe grip sezonal apo jo sepse kerkush spo e permen kete pune ?;0;Saturday, March 21, 2020 4:53pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;0;0;0;0
200;Pershendetje IKSHP ju urojme te keni shendetin  ju si ekip qe jeni sepse ne pa juve ne asnje menyr nuk kemi se si te perballemi me kete virus prandaj ju jemi mirenjohes deri ne fund me vjen keq nga disa komentues qe ne vend se te ju inkurajojne per punen e madhe qe po beni ata me lloj lloj komente pa lidhje shkruajne ne postimet e juaja, urojme qe ju te jeni shendosh e mire te mos ju prek ky virus e te ju ecen misioni juaj deri ne fund.!;25;Saturday, March 21, 2020 4:43pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;1;1;1;1
201;Se di, ja na jemi ba budall qe po rrim ne shpi ja keta qe po dalin, une qe 10 dite ne shpi  jam bashk me femije #unerrineshtepi;11;Saturday, March 21, 2020 4:42pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;2;0;0;0
202;K.T.   E hongrem‍♀️‍♀️;1;Saturday, March 21, 2020 4:31pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;2;0;0;0
203;Ju lutem na tregoni lokacionin e rasteve qe kane ndodh ne Prishtine....;3;Saturday, March 21, 2020 4:30pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;0;0;0;0
204;6% e testeve kane dal pozitive. Nr i testimeve eshte shume i ulet. Bahreini (shtet me 1.7 mil banore) ka be tashme qindra mijera testime.;3;Saturday, March 21, 2020 4:27pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;0;0;0;0
205;E. B. tash as ndritare ;1;Saturday, March 21, 2020 4:25pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;0;0;0;0
206;Rast i importuar...???;2;Saturday, March 21, 2020 4:25pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;0;0;0;0
207;Qysh more vlla prej Gjermanise a hala po hin a???;3;Saturday, March 21, 2020 4:25pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;0;0;0;0
208;Jo dilni dilni naper parq;2;Saturday, March 21, 2020 4:23pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;0;0;0;0
209;Ne bote gabim jeni ne shifra,uroj te jet ashtu po ka me shum ;1;Saturday, March 21, 2020 4:22pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;0;0;0;0
210;Qysh e keni importu qatë rast nga Gjermania bre ?;4;Saturday, March 21, 2020 4:21pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;0;0;0;0
211;Na dalim edhe shetitemi neper parqe te Prishtines ;3;Saturday, March 21, 2020 4:18pm GMT;Saturday, March 21, 2020 4:13pm GMT;0;4;0;0;0;0;0
